AccessTime,LOName,studentID
2017-02-04T21:45:07.026200+00:00,Fragen zu Current TV Trends,student020@smartlearning.edu
2017-02-04T21:45:11.833200+00:00,Übungsaufgabe zu 4K/ UHD,student020@smartlearning.edu
2017-02-04T21:45:16.610400+00:00,HbbTV+-+Basics,student020@smartlearning.edu
2017-02-04T21:45:18.009900+00:00,Fragen zu HbbTV,student020@smartlearning.edu
2017-02-04T21:45:24.860800+00:00,Übungsaufgabe zu HbbTV,student020@smartlearning.edu
2017-02-04T21:45:30.315300+00:00,HbbTV+1.0,student020@smartlearning.edu
2017-02-04T21:45:32.315500+00:00,Fragen zu HbbTV 1.0,student020@smartlearning.edu
2017-02-04T21:45:40.055800+00:00,Übungsaufgabe zu Live-Stream-Video Formaten,student020@smartlearning.edu
2017-02-04T21:45:50.862000+00:00,HbbTV+1.5,student020@smartlearning.edu
2017-02-04T21:45:55.432200+00:00,HbbTV+2.0,student020@smartlearning.edu
2017-02-04T21:45:57.976400+00:00,Fragen zu HbbTV 2.0,student020@smartlearning.edu
2017-02-04T21:46:12.089900+00:00,Frage zu HbbTV 2.0 Komponenten,student020@smartlearning.edu
2017-02-04T21:46:14.581000+00:00,Frage zu HbbTV 2.0 Komponenten,student020@smartlearning.edu
2017-02-04T21:46:34.313600+00:00,TV+Development+Recommendations,student020@smartlearning.edu
2017-02-04T21:46:36.088400+00:00,Fragen zu TV Development Recommendations,student020@smartlearning.edu
2017-02-04T21:46:47.320400+00:00,Übungsaufgabe zu HbbTV Unterstützung,student020@smartlearning.edu
2017-02-04T21:47:02.249200+00:00,Multiscreen+in+Action,student020@smartlearning.edu
2017-02-04T21:47:06.809400+00:00,TV+and+Companion+Devices,student020@smartlearning.edu
2017-02-04T21:47:11.401900+00:00,Streaming+Devices,student020@smartlearning.edu
2017-02-04T21:47:12.784200+00:00,Übungsaufgaben zu Streaming Devices,student020@smartlearning.edu
2017-02-04T21:47:23.253200+00:00,Übungsaufgabe zu Mirroring,student020@smartlearning.edu
2017-02-04T21:47:28.233300+00:00,Übungsaufgaben zu Streaming Devices,student020@smartlearning.edu
2017-02-04T21:47:38.520800+00:00,Streaming+Devices,student020@smartlearning.edu
2017-02-04T21:47:39.896900+00:00,Übungsaufgaben zu Streaming Devices,student020@smartlearning.edu
2017-02-04T21:47:48.604100+00:00,PC+and+Companion+Devices,student020@smartlearning.edu
2017-02-04T21:47:53.451300+00:00,Companion+Devices,student020@smartlearning.edu
2017-02-04T21:47:58.018600+00:00,Wearable+Technologies,student020@smartlearning.edu
2017-02-04T21:48:03.815700+00:00,"Use+Cases,+Features+and+Challenges",student020@smartlearning.edu
2017-02-04T21:48:05.574900+00:00,"Übungsaufgaben zu Use Cases, Features and Challenges",student020@smartlearning.edu
2017-02-04T21:48:14.769500+00:00,Übungsaufgabe zu Use Cases,student020@smartlearning.edu
2017-02-04T21:48:27.334300+00:00,"SSDP,+UPnP+and+DLNA",student020@smartlearning.edu
2017-02-04T21:48:28.679500+00:00,"Übungsaufgaben zu SSDP, UPnP und DLNA",student020@smartlearning.edu
2017-02-04T21:48:34.999800+00:00,Übungsaufgabe zu SSDP,student020@smartlearning.edu
2017-02-04T21:48:39.156900+00:00,Übungsaufgabe zu UPnP,student020@smartlearning.edu
2017-02-04T21:48:43.240700+00:00,Übungsaufgabe zu UPnP,student020@smartlearning.edu
2017-02-04T21:48:53.536900+00:00,"SSDP,+UPnP+and+DLNA",student020@smartlearning.edu
2017-02-04T21:48:59.746200+00:00,"Bonjour,+HTTP+and+Airplay",student020@smartlearning.edu
2017-02-04T21:49:06.795300+00:00,DIAL,student020@smartlearning.edu
2017-02-04T21:49:07.712300+00:00,Übungsaufgaben zu DIAL,student020@smartlearning.edu
2017-02-04T21:49:18.749100+00:00,Übungsaufgabe zu Remote App Start,student020@smartlearning.edu
2017-02-04T21:49:27.174000+00:00,Current+TV+Trends,student058@smartlearning.edu
2017-02-04T21:49:34.548700+00:00,iBeacons,student020@smartlearning.edu
2017-02-04T21:49:40.326500+00:00,Physical+Web,student020@smartlearning.edu
2017-02-04T21:49:41.699800+00:00,Übungsaufgaben zu Physical Web,student020@smartlearning.edu
2017-02-04T21:49:45.083300+00:00,Übungsaufgabe zu Physical Web,student020@smartlearning.edu
2017-02-04T21:49:52.297400+00:00,Miracast+WiDi,student020@smartlearning.edu
2017-02-04T21:49:53.625800+00:00,Übungsaufgaben zu Miracast WiDi,student020@smartlearning.edu
2017-02-04T21:50:05.743000+00:00,Übungsaufgabe zu Miracast WiDi,student020@smartlearning.edu
2017-02-04T21:50:15.118200+00:00,HbbTV+2.0,student020@smartlearning.edu
2017-02-04T21:50:16.386500+00:00,Übungsaufgaben zu HbbTV 2.0,student020@smartlearning.edu
2017-02-04T21:50:24.484800+00:00,Übungsaufgabe zu HbbTV 2.0,student020@smartlearning.edu
2017-02-04T21:55:55.392100+00:00,Download TV Apps PDF,student058@smartlearning.edu
2017-02-04T22:01:17.025600+00:00,Current+TV+Trends,student016@smartlearning.edu
2017-02-04T22:01:19.684300+00:00,Current TV Trends,student016@smartlearning.edu
2017-02-04T22:01:23.850400+00:00,Consumer Internet Video since 2011,student016@smartlearning.edu
2017-02-04T22:27:43.106400+00:00,From+Internet+of+Things+to+Web+of+Things,student030@smartlearning.edu
2017-02-04T22:27:52.141600+00:00,Web+of+Things,student030@smartlearning.edu
2017-02-04T22:27:54.945900+00:00,Übungsaufgaben zu Web of Things,student030@smartlearning.edu
2017-02-04T22:28:08.664000+00:00,Übungsaufgabe zu Web of Things,student030@smartlearning.edu
2017-02-04T22:28:23.591400+00:00,Übungsaufgabe zu Web of Things,student030@smartlearning.edu
2017-02-04T22:28:33.851600+00:00,Standards+and+Initiatives,student030@smartlearning.edu
2017-02-04T22:28:37.749100+00:00,Übungsaufgaben zu Standards and Initiatives,student030@smartlearning.edu
2017-02-04T22:28:45.614700+00:00,Übungsaufgabe zu Standards & Initatives,student030@smartlearning.edu
2017-02-04T22:29:46.174000+00:00,IoT+Protocols,student030@smartlearning.edu
2017-02-04T22:29:49.598900+00:00,Übungsaufgaben zu Internet of Things Protocols,student030@smartlearning.edu
2017-02-04T22:29:58.440100+00:00,Übungsaufgabe zu Internet of Things Protocols,student030@smartlearning.edu
2017-02-04T22:30:16.926500+00:00,Übungsaufgabe zu Internet of Things Protocols,student030@smartlearning.edu
2017-02-04T22:30:24.730300+00:00,IoT+Data+Services,student030@smartlearning.edu
2017-02-04T22:30:32.173600+00:00,Discovery+Protocols,student030@smartlearning.edu
2017-02-04T22:30:43.578600+00:00,Demos,student030@smartlearning.edu
2017-02-04T22:30:52.405000+00:00,Semantic+Service+Discovery,student030@smartlearning.edu
2017-02-04T22:31:01.483100+00:00,IoT+Composition,student030@smartlearning.edu
2017-02-04T22:31:13.056800+00:00,W3C+Thing+Descriptions+for+the+Web+of+Things,student030@smartlearning.edu
2017-02-04T22:31:22.825400+00:00,W3C+Scripting+APIs+for+the+Web+of+Things,student030@smartlearning.edu
2017-02-04T22:32:42.432700+00:00,Data+Mining,student030@smartlearning.edu
2017-02-04T22:32:47.023200+00:00,Questions for Examination,student030@smartlearning.edu
2017-02-04T22:32:49.894300+00:00,Data Mining,student030@smartlearning.edu
2017-02-04T22:32:53.884600+00:00,Meta Data Attributes,student030@smartlearning.edu
2017-02-04T22:32:56.683800+00:00,Meta Data Attributes,student030@smartlearning.edu
2017-02-04T22:32:59.718500+00:00,Data Mining,student030@smartlearning.edu
2017-02-04T22:34:33.446100+00:00,Browser+Sandbox,student030@smartlearning.edu
2017-02-04T22:34:37.104100+00:00,Security and Privacy: Download PDF,student030@smartlearning.edu
2017-02-04T23:08:03.492800+00:00,HTTP,student036@smartlearning.edu
2017-02-04T23:08:06.337300+00:00,Web Basics: Download PDF,student036@smartlearning.edu
2017-02-04T23:08:48.749700+00:00,Web+of+Things,student036@smartlearning.edu
2017-02-04T23:08:55.042800+00:00,Web of Things: PDF Download,student036@smartlearning.edu
2017-02-04T23:11:11.046200+00:00,Terminology,student049@smartlearning.edu
2017-02-04T23:11:22.461400+00:00,Multiscreen+in+Action,student049@smartlearning.edu
2017-02-04T23:11:32.562000+00:00,TV+and+Companion+Devices,student049@smartlearning.edu
2017-02-04T23:11:44.825100+00:00,Streaming+Devices,student049@smartlearning.edu
2017-02-04T23:11:47.785000+00:00,Übungsaufgaben zu Streaming Devices,student049@smartlearning.edu
2017-02-04T23:11:55.452100+00:00,Übungsaufgabe zu Mirroring,student049@smartlearning.edu
2017-02-04T23:12:12.246600+00:00,PC+and+Companion+Devices,student049@smartlearning.edu
2017-02-04T23:12:22.713800+00:00,Companion+Devices,student049@smartlearning.edu
2017-02-04T23:12:36.539600+00:00,Wearable+Technologies,student049@smartlearning.edu
2017-02-04T23:12:59.985300+00:00,In+Vehicle+Infotainment,student049@smartlearning.edu
2017-02-04T23:13:38.880200+00:00,"Use+Cases,+Features+and+Challenges",student049@smartlearning.edu
2017-02-04T23:13:42.103100+00:00,"Übungsaufgaben zu Use Cases, Features and Challenges",student049@smartlearning.edu
2017-02-04T23:13:50.952100+00:00,Übungsaufgabe zu Use Cases,student049@smartlearning.edu
2017-02-04T23:14:01.002800+00:00,"SSDP,+UPnP+and+DLNA",student049@smartlearning.edu
2017-02-04T23:14:02.833600+00:00,"Übungsaufgaben zu SSDP, UPnP und DLNA",student049@smartlearning.edu
2017-02-04T23:14:11.030200+00:00,Übungsaufgabe zu SSDP,student049@smartlearning.edu
2017-02-04T23:14:22.074300+00:00,Übungsaufgabe zu UPnP,student049@smartlearning.edu
2017-02-04T23:14:29.529400+00:00,Übungsaufgabe zu UPnP,student049@smartlearning.edu
2017-02-04T23:14:37.791300+00:00,Übungsaufgabe zu UPnP,student049@smartlearning.edu
2017-02-04T23:14:38.442000+00:00,Übungsaufgabe zu UPnP,student049@smartlearning.edu
2017-02-04T23:14:41.203100+00:00,Übungsaufgabe zu UPnP,student049@smartlearning.edu
2017-02-04T23:19:27.636300+00:00,Recommendation+Engines,student095@smartlearning.edu
2017-02-04T23:19:30.005400+00:00,Recommendation Approaches,student095@smartlearning.edu
2017-02-04T23:19:33.718200+00:00,Collaborative Filtering,student095@smartlearning.edu
2017-02-04T23:19:37.360700+00:00,Cold Start Problem - New Item / New User Problem,student095@smartlearning.edu
2017-02-04T23:19:47.565600+00:00,Netflix Prize,student095@smartlearning.edu
2017-02-04T23:19:49.858700+00:00,Accuracy of Algorithms,student095@smartlearning.edu
2017-02-04T23:20:14.127100+00:00,Netflix Prize,student095@smartlearning.edu
2017-02-04T23:20:16.503800+00:00,Cold Start Problem - New Item / New User Problem,student095@smartlearning.edu
2017-02-04T23:20:19.052400+00:00,Questions for Examination,student095@smartlearning.edu
2017-02-04T23:20:24.017600+00:00,Item-based Collaborative Filtering: Rating Prediction,student095@smartlearning.edu
2017-02-04T23:32:55.748100+00:00,"Bonjour,+HTTP+and+Airplay",student049@smartlearning.edu
2017-02-04T23:40:30.972200+00:00,DIAL,student049@smartlearning.edu
2017-02-04T23:40:32.877400+00:00,Übungsaufgaben zu DIAL,student049@smartlearning.edu
2017-02-04T23:40:41.675700+00:00,Übungsaufgabe zu Remote App Start,student049@smartlearning.edu
2017-02-04T23:40:51.661300+00:00,PC+and+Companion+Devices,student049@smartlearning.edu
2017-02-04T23:41:01.609400+00:00,Physical+Web,student049@smartlearning.edu
2017-02-04T23:41:03.983600+00:00,Übungsaufgaben zu Physical Web,student049@smartlearning.edu
2017-02-04T23:41:09.446900+00:00,Übungsaufgabe zu Physical Web,student049@smartlearning.edu
2017-02-04T23:41:20.173000+00:00,Miracast+WiDi,student049@smartlearning.edu
2017-02-04T23:41:22.075500+00:00,Übungsaufgaben zu Miracast WiDi,student049@smartlearning.edu
2017-02-04T23:41:41.021400+00:00,Übungsaufgabe zu Miracast WiDi,student049@smartlearning.edu
2017-02-04T23:42:55.682800+00:00,Web+RTC,student049@smartlearning.edu
2017-02-04T23:42:57.485300+00:00,Übungsaufgaben zu WebRTC,student049@smartlearning.edu
2017-02-04T23:43:05.698600+00:00,Übungsaufgabe zu WebRTC,student049@smartlearning.edu
2017-02-04T23:43:16.050700+00:00,Web+Sockets,student049@smartlearning.edu
2017-02-04T23:43:26.258600+00:00,Media+Queries,student049@smartlearning.edu
2017-02-04T23:43:36.871600+00:00,HbbTV+2.0,student049@smartlearning.edu
2017-02-04T23:43:39.006400+00:00,Übungsaufgaben zu HbbTV 2.0,student049@smartlearning.edu
2017-02-04T23:43:59.468600+00:00,Übungsaufgabe zu HbbTV 2.0,student049@smartlearning.edu
2017-02-04T23:44:10.802500+00:00,Android+SDK,student049@smartlearning.edu
2017-02-04T23:44:22.732300+00:00,iOS+SDK,student049@smartlearning.edu
2017-02-04T23:44:33.719200+00:00,LG+Connect+SDK,student049@smartlearning.edu
2017-02-04T23:44:42.278100+00:00,Samsung+MS+SDK,student049@smartlearning.edu
2017-02-04T23:50:01.883900+00:00,DNS,student036@smartlearning.edu
2017-02-04T23:51:33.558900+00:00,Übungsaufgaben zu DNS,student036@smartlearning.edu
2017-02-04T23:51:42.648300+00:00,Übungsaufgabe zu DNS,student036@smartlearning.edu
2017-02-05T00:04:06.729200+00:00,HTTP,student036@smartlearning.edu
2017-02-05T00:04:11.065000+00:00,HTTP,student036@smartlearning.edu
2017-02-05T00:04:16.642200+00:00,Hypertext Transfer Protocol,student036@smartlearning.edu
2017-02-05T00:04:52.863500+00:00,HTTP,student036@smartlearning.edu
2017-02-05T00:05:23.442000+00:00,Web+App+-+Basics,student036@smartlearning.edu
2017-02-05T00:15:06.159100+00:00,How to make your TV smart: SmartTVs,student016@smartlearning.edu
2017-02-05T00:15:10.201700+00:00,SmartTV Portale,student016@smartlearning.edu
2017-02-05T00:15:16.160500+00:00,Fragen zu Current TV Trends,student016@smartlearning.edu
2017-02-05T00:16:33.448500+00:00,Current TV Trends,student016@smartlearning.edu
2017-02-05T00:16:37.311500+00:00,Consumer Internet Video since 2011,student016@smartlearning.edu
2017-02-05T00:16:40.565300+00:00,TV on multi-screens,student016@smartlearning.edu
2017-02-05T00:16:44.116900+00:00,Human capabilities,student016@smartlearning.edu
2017-02-05T00:16:53.070400+00:00,How to make your TV smart: Microsoft wireless Display adapter,student016@smartlearning.edu
2017-02-05T00:17:00.595700+00:00,Human capabilities,student016@smartlearning.edu
2017-02-05T00:17:02.565400+00:00,TV on multi-screens,student016@smartlearning.edu
2017-02-05T00:17:04.885400+00:00,Consumer Internet Video since 2011,student016@smartlearning.edu
2017-02-05T00:17:24.034900+00:00,HbbTV+2.0,student016@smartlearning.edu
2017-02-05T00:17:54.541300+00:00,HbbTV 2.0,student016@smartlearning.edu
2017-02-05T00:17:59.151900+00:00,HbbTV 2.0 - Specification,student016@smartlearning.edu
2017-02-05T00:18:05.252500+00:00,HbbTV 2.0 - Subtitles (TTML),student016@smartlearning.edu
2017-02-05T00:19:03.620400+00:00,HbbTV 2.0 - Bi-directional Application launch 2,student016@smartlearning.edu
2017-02-05T00:21:41.142900+00:00,HbbTV 2.0 - Bi-directional Application launch 1,student016@smartlearning.edu
2017-02-05T00:23:11.904800+00:00,Übungsaufgaben zu Web App Basics,student036@smartlearning.edu
2017-02-05T00:23:16.568400+00:00,HbbTV 2.0 - App2App communication,student016@smartlearning.edu
2017-02-05T00:23:22.463300+00:00,Übungsaufgabe zu HTML,student036@smartlearning.edu
2017-02-05T00:23:38.179000+00:00,HTML,student036@smartlearning.edu
2017-02-05T00:23:40.616700+00:00,Übungsfragen zu HTML,student036@smartlearning.edu
2017-02-05T00:23:54.099700+00:00,Übungsaufgabe zu HTML5,student036@smartlearning.edu
2017-02-05T00:24:20.912100+00:00,HbbTV 2.0 - Example 5,student016@smartlearning.edu
2017-02-05T00:24:24.660000+00:00,HbbTV 2.0 - Synchronisation,student016@smartlearning.edu
2017-02-05T00:25:06.346900+00:00,Übungsaufgabe zu HTML5,student036@smartlearning.edu
2017-02-05T00:25:08.444100+00:00,Übungsaufgabe zu HTML5,student036@smartlearning.edu
2017-02-05T00:25:08.745400+00:00,Fragen zu HbbTV 2.0,student016@smartlearning.edu
2017-02-05T00:25:10.937400+00:00,Übungsaufgabe zu HTML5,student036@smartlearning.edu
2017-02-05T00:25:33.634000+00:00,Frage zu HbbTV 2.0 Komponenten,student016@smartlearning.edu
2017-02-05T00:26:36.394400+00:00,HbbTV 2.0 - Push VoD,student016@smartlearning.edu
2017-02-05T00:26:41.093700+00:00,Fragen zu HbbTV 2.0,student016@smartlearning.edu
2017-02-05T00:31:09.567800+00:00,HbbTV+-+Basics,student016@smartlearning.edu
2017-02-05T00:31:17.696000+00:00,Fragen zu HbbTV,student016@smartlearning.edu
2017-02-05T00:31:34.264200+00:00,HbbTV+1.0,student016@smartlearning.edu
2017-02-05T00:32:36.982800+00:00,Fragen zu HbbTV 1.0,student016@smartlearning.edu
2017-02-05T00:32:57.275000+00:00,HbbTV+1.5,student016@smartlearning.edu
2017-02-05T00:33:05.890600+00:00,HbbTV+1.0+-+2.0+Comparison,student016@smartlearning.edu
2017-02-05T00:33:14.365800+00:00,TV+Development+Recommendations,student016@smartlearning.edu
2017-02-05T00:34:37.562800+00:00,Fragen zu TV Development Recommendations,student016@smartlearning.edu
2017-02-05T00:35:23.264800+00:00,Übungsaufgabe zu HbbTV Unterstützung,student016@smartlearning.edu
2017-02-05T00:35:54.385900+00:00,Browser+Sandbox,student016@smartlearning.edu
2017-02-05T00:35:55.891000+00:00,Browser Sandbox,student016@smartlearning.edu
2017-02-05T00:36:00.051000+00:00,Sandbox,student016@smartlearning.edu
2017-02-05T00:36:28.032900+00:00,Browser Sandbox,student016@smartlearning.edu
2017-02-05T00:39:26.786600+00:00,CSS,student036@smartlearning.edu
2017-02-05T01:01:18.712700+00:00,Browser+Sandbox,student016@smartlearning.edu
2017-02-05T01:01:21.910500+00:00,Übungsaufgaben zu Browser Sandbox,student016@smartlearning.edu
2017-02-05T01:01:48.680300+00:00,Übungsaufgabe zu Browser Sandbox,student016@smartlearning.edu
2017-02-05T01:19:04.646400+00:00,JavaScript,student036@smartlearning.edu
2017-02-05T01:19:09.936500+00:00,Übungsaufgaben zu JavaScript,student036@smartlearning.edu
2017-02-05T01:19:43.883300+00:00,Übungsaufgabe zu WebSockets,student036@smartlearning.edu
2017-02-05T01:20:36.855200+00:00,Übungsaufgabe zu WebSockets,student036@smartlearning.edu
2017-02-05T01:20:52.075600+00:00,Übungsaufgabe zu WebRTC,student036@smartlearning.edu
2017-02-05T01:24:47.941400+00:00,Relax+the+Same+Origin+Policy,student016@smartlearning.edu
2017-02-05T01:25:05.105700+00:00,Übungsaufgaben zu Relax the Same Origin Policy,student016@smartlearning.edu
2017-02-05T01:25:20.304200+00:00,Same+Origin+Policy,student016@smartlearning.edu
2017-02-05T01:25:22.537400+00:00,Übungsaufgaben zu Same Origin Policy,student016@smartlearning.edu
2017-02-05T01:26:17.291700+00:00,Übungsaufgabe zu Same Origin Policy,student016@smartlearning.edu
2017-02-05T01:26:33.866900+00:00,Same Origin Policy,student016@smartlearning.edu
2017-02-05T01:26:55.792500+00:00,Same Origin Policy: example,student016@smartlearning.edu
2017-02-05T01:34:08.793800+00:00,Packaged+Web+Apps,student036@smartlearning.edu
2017-02-05T01:34:24.859600+00:00,Current+TV+Trends,student036@smartlearning.edu
2017-02-05T01:34:27.996700+00:00,Current TV Trends,student036@smartlearning.edu
2017-02-05T01:34:41.686100+00:00,Consumer Internet Video since 2011,student036@smartlearning.edu
2017-02-05T01:34:46.932100+00:00,TV on multi-screens,student036@smartlearning.edu
2017-02-05T01:34:49.602600+00:00,Human capabilities,student036@smartlearning.edu
2017-02-05T01:34:56.609400+00:00,Current TV Trends: High Frame Rate,student036@smartlearning.edu
2017-02-05T01:35:09.715100+00:00,Current TV Trends: Ultra High Definition TV,student036@smartlearning.edu
2017-02-05T01:35:57.873800+00:00,Current TV Trends: 4K in Web & TV Content,student036@smartlearning.edu
2017-02-05T01:36:04.320100+00:00,Current TV Trends: UHD Alliance,student036@smartlearning.edu
2017-02-05T01:36:10.231200+00:00,Current TV Trends: Streaming,student036@smartlearning.edu
2017-02-05T01:36:14.857700+00:00,Current TV Trends: Video on Demand,student036@smartlearning.edu
2017-02-05T01:36:23.798200+00:00,S-VoD Provider Overview (Germany),student036@smartlearning.edu
2017-02-05T01:36:29.220200+00:00,S-VoD expected Market share Germany 2015,student036@smartlearning.edu
2017-02-05T01:36:32.436900+00:00,Fragen zu Current TV Trends,student036@smartlearning.edu
2017-02-05T01:36:39.403500+00:00,Übungsaufgabe zu 4K/ UHD,student036@smartlearning.edu
2017-02-05T01:36:51.356600+00:00,Übungsaufgabe zu 4K/ UHD,student036@smartlearning.edu
2017-02-05T01:36:58.213500+00:00,S-VoD expected Market share Germany 2015,student036@smartlearning.edu
2017-02-05T01:37:42.934800+00:00,Download TV Apps PDF,student036@smartlearning.edu
2017-02-05T01:42:23.993800+00:00,Digital+Rights+Management,student040@smartlearning.edu
2017-02-05T01:42:35.968100+00:00,Digital Rights Management (DRM),student040@smartlearning.edu
2017-02-05T01:42:42.046000+00:00,Digital Rights Management (DRM),student040@smartlearning.edu
2017-02-05T01:42:43.345100+00:00,Overview,student040@smartlearning.edu
2017-02-05T01:42:46.303400+00:00,Generic DRM Architecture,student040@smartlearning.edu
2017-02-05T01:42:54.067500+00:00,DRM 1,student040@smartlearning.edu
2017-02-05T01:43:04.998200+00:00,DRM 2,student040@smartlearning.edu
2017-02-05T01:43:07.970600+00:00,MovieLabs enhanced content protection,student040@smartlearning.edu
2017-02-05T01:43:30.436600+00:00,DRM-interoperable media encoding,student040@smartlearning.edu
2017-02-05T01:43:42.714500+00:00,Web and Media I: Download PDF,student040@smartlearning.edu
2017-02-05T01:43:45.600200+00:00,DRM-interoperable media encoding,student040@smartlearning.edu
2017-02-05T01:44:30.856700+00:00,Current+TV+Trends,student040@smartlearning.edu
2017-02-05T01:44:33.577600+00:00,Current TV Trends,student040@smartlearning.edu
2017-02-05T01:44:44.098800+00:00,Consumer Internet Video since 2011,student040@smartlearning.edu
2017-02-05T01:44:45.167300+00:00,TV on multi-screens,student040@smartlearning.edu
2017-02-05T01:44:46.145900+00:00,Human capabilities,student040@smartlearning.edu
2017-02-05T01:45:03.246600+00:00,Current TV Trends: High Frame Rate,student040@smartlearning.edu
2017-02-05T01:45:05.393400+00:00,Current TV Trends: Ultra High Definition TV,student040@smartlearning.edu
2017-02-05T01:47:32.246000+00:00,Human capabilities,student040@smartlearning.edu
2017-02-05T01:47:32.452800+00:00,Current TV Trends: High Frame Rate,student040@smartlearning.edu
2017-02-05T01:47:32.635700+00:00,Current TV Trends: Ultra High Definition TV,student040@smartlearning.edu
2017-02-05T01:47:32.769300+00:00,Current TV Trends: 4K in Web & TV Content,student040@smartlearning.edu
2017-02-05T01:47:33.068000+00:00,Current TV Trends: Ultra High Definition TV,student040@smartlearning.edu
2017-02-05T01:47:33.332500+00:00,Current TV Trends: 4K in Web & TV Content,student040@smartlearning.edu
2017-02-05T01:47:37.533400+00:00,Current TV Trends: Ultra High Definition TV,student040@smartlearning.edu
2017-02-05T01:47:41.261000+00:00,Current TV Trends: 4K in Web & TV Content,student040@smartlearning.edu
2017-02-05T01:47:45.187300+00:00,Current TV Trends: UHD Alliance,student040@smartlearning.edu
2017-02-05T01:47:45.098700+00:00,Current TV Trends: 4K in Web & TV Content,student040@smartlearning.edu
2017-02-05T01:47:46.414300+00:00,Current TV Trends: High Frame Rate,student040@smartlearning.edu
2017-02-05T01:47:49.241800+00:00,Current TV Trends: UHD Alliance,student040@smartlearning.edu
2017-02-05T01:47:49.343800+00:00,Current TV Trends: Streaming,student040@smartlearning.edu
2017-02-05T01:48:09.465700+00:00,Current TV Trends: Video on Demand,student040@smartlearning.edu
2017-02-05T01:48:14.966100+00:00,S-VoD Provider Overview (Germany),student040@smartlearning.edu
2017-02-05T01:48:25.171300+00:00,S-VoD expected Market share Germany 2015,student040@smartlearning.edu
2017-02-05T01:49:50.133100+00:00,S-VoD Provider Quality,student040@smartlearning.edu
2017-02-05T01:49:51.857300+00:00,How to make your TV smart: Microsoft wireless Display adapter,student040@smartlearning.edu
2017-02-05T01:49:58.510700+00:00,How to make your TV smart: Chromecast,student040@smartlearning.edu
2017-02-05T01:50:03.220100+00:00,How to make your TV smart: FireTV,student040@smartlearning.edu
2017-02-05T01:50:08.151700+00:00,How to make your TV smart: Apple TV,student040@smartlearning.edu
2017-02-05T01:50:09.463400+00:00,How to make your TV smart: Game Consoles,student040@smartlearning.edu
2017-02-05T01:50:11.764000+00:00,How to make your TV smart: SmartTVs,student040@smartlearning.edu
2017-02-05T01:50:11.730200+00:00,SmartTV Portale,student040@smartlearning.edu
2017-02-05T01:50:12.437400+00:00,How to make your TV smart: Google Nexus Player,student040@smartlearning.edu
2017-02-05T01:50:13.881000+00:00,Fragen zu Current TV Trends,student040@smartlearning.edu
2017-02-05T01:50:24.758700+00:00,SmartTV Portale,student040@smartlearning.edu
2017-02-05T01:50:28.517600+00:00,How to make your TV smart: SmartTVs,student040@smartlearning.edu
2017-02-05T01:50:28.628500+00:00,How to make your TV smart: Game Consoles,student040@smartlearning.edu
2017-02-05T01:50:28.820200+00:00,How to make your TV smart: SmartTVs,student040@smartlearning.edu
2017-02-05T01:50:29.944800+00:00,How to make your TV smart: Game Consoles,student040@smartlearning.edu
2017-02-05T01:50:30.439700+00:00,How to make your TV smart: Apple TV,student040@smartlearning.edu
2017-02-05T01:50:30.918600+00:00,How to make your TV smart: FireTV,student040@smartlearning.edu
2017-02-05T01:50:32.404100+00:00,How to make your TV smart: Google Nexus Player,student040@smartlearning.edu
2017-02-05T01:50:32.947900+00:00,How to make your TV smart: Chromecast,student040@smartlearning.edu
2017-02-05T01:50:33.732600+00:00,How to make your TV smart: Microsoft wireless Display adapter,student040@smartlearning.edu
2017-02-05T01:50:34.434600+00:00,S-VoD Provider Quality,student040@smartlearning.edu
2017-02-05T01:50:35.227400+00:00,S-VoD expected Market share Germany 2015,student040@smartlearning.edu
2017-02-05T01:50:36.229700+00:00,S-VoD Provider Overview (Germany),student040@smartlearning.edu
2017-02-05T01:50:37.231100+00:00,Current TV Trends: Video on Demand,student040@smartlearning.edu
2017-02-05T01:50:38.200000+00:00,Current TV Trends: Streaming,student040@smartlearning.edu
2017-02-05T01:50:38.908600+00:00,Current TV Trends: UHD Alliance,student040@smartlearning.edu
2017-02-05T01:50:39.385300+00:00,Current TV Trends: 4K in Web & TV Content,student040@smartlearning.edu
2017-02-05T01:50:40.219300+00:00,Current TV Trends: UHD Alliance,student040@smartlearning.edu
2017-02-05T01:50:42.129400+00:00,Current TV Trends: Ultra High Definition TV,student040@smartlearning.edu
2017-02-05T01:50:43.503100+00:00,Current TV Trends: High Frame Rate,student040@smartlearning.edu
2017-02-05T01:50:44.544800+00:00,Human capabilities,student040@smartlearning.edu
2017-02-05T01:50:44.998600+00:00,TV on multi-screens,student040@smartlearning.edu
2017-02-05T01:50:45.916700+00:00,Consumer Internet Video since 2011,student040@smartlearning.edu
2017-02-05T01:50:46.516700+00:00,Current TV Trends,student040@smartlearning.edu
2017-02-05T01:50:49.740600+00:00,Current TV Trends: 4K in Web & TV Content,student040@smartlearning.edu
2017-02-05T01:50:59.695200+00:00,Current TV Trends,student040@smartlearning.edu
2017-02-05T01:51:00.161200+00:00,Consumer Internet Video since 2011,student040@smartlearning.edu
2017-02-05T01:51:03.717200+00:00,Human capabilities,student040@smartlearning.edu
2017-02-05T01:51:04.794300+00:00,Current TV Trends: High Frame Rate,student040@smartlearning.edu
2017-02-05T01:51:06.401800+00:00,Current TV Trends: Ultra High Definition TV,student040@smartlearning.edu
